,prev,curr,type,n
512,The_Nightmare_Before_Christmas,The_All-American_Rejects,link,12
513,The_Powerpuff_Girls_(franchise),Lego_The_Powerpuff_Girls,link,12
514,The_Rivals_of_Amziah_King,2023_SAG-AFTRA_strike,link,12
515,List_of_people_banned_from_Major_League_Baseball,Shoeless_Joe_Jackson,link,982
516,Rooster_Teeth,Matt_Hullum,link,980
517,other-search,2015_Studénka_train_crash,external,980
518,other-search,Steal_Like_an_Artist,external,978
519,Thembinkosi_Mthembu,The_River_(South_African_TV_series),link,12
520,Spanish_Civil_War,Iberian_Anarchist_Federation,link,972
521,Three_Words_to_Forever,Kathryn_Bernardo,link,12
522,other-search,LNK_Sporta_Parks,external,969
523,Tiger_Woods,Gatorade,link,12
524,Tigres_UANL,2019_CONCACAF_Champions_League,link,12
525,Beşiktaş_J.K.,Arthur_Masuaku,link,960
526,Tom_Brookshier,Philadelphia_Eagles,link,12
527,Tom_Chatto,Chatto_&_Windus,link,12
528,Tom_Wills,Melbourne_Football_Club,link,12
529,Tom_and_Jerry_Golden_Collection,Warner_Archive_Collection,link,12
530,other-search,List_of_cities_in_North_Rhine-Westphalia_by_population,external,954
531,Toyota_Supra,Mitsubishi_Starion,other,12
532,Noel_Tata,Voltas,link,948
533,Tropical_cyclones_by_year,Tropical_cyclones_in_2015,link,12
534,Tubby_Raymond,Yankee_Conference,link,12
535,other-search,Ho_Chi_Minh_Thought,external,942
536,Sucker_(Charli_XCX_album),Boom_Clap,link,941
537,other-search,Aao_Pyaar_Karen,external,941
538,"Be_Cool,_Scooby-Doo!",Scooby-Doo_and_Guess_Who?,link,940
539,Sarvepalli_Radhakrishnan,Zakir_Husain,link,940
540,Two_of_Swords,Justice_(tarot_card),link,12
541,UEFA_Cup_Winners'_Cup,Association_football,link,12
542,UEFA_Euro_1996_squads,Milan_Kerbr,link,12
543,other-search,Wetaskiwin,external,936
544,UEFA_Women's_Euro_2025_qualifying_play-offs,Chișinău,link,12
545,Uday_Samant,List_of_leaders_of_the_house_in_the_Maharashtra_Legislative_Council,link,12
546,Vulpes,Fennec_fox,link,931
547,other-search,Lady_of_the_Night_(1986_film),external,931
548,2024_Pittsburgh_Steelers_season,Kyle_Allen_(American_football),link,930
549,University_of_Hawaiʻi_at_Mānoa,Alan_M._Friedlander,link,12
550,other-search,Amateur_radio_operator,external,924
551,Uranium,Bakouma,link,12
552,Vale_of_Mowbray,Robert_de_Mowbray,link,12
553,Charles_Shaughnessy,Jean_Lodge,link,914
554,Virginia_Woolf,Bloomsbury_Group,link,912
555,other-empty,List_of_supermarket_chains_in_the_Philippines,external,912
556,Visa_requirements_for_citizens_of_Luxembourg,Electronic_System_for_Travel_Authorization,link,12
557,Vizianagaram,Vizianagaram_Municipal_Corporation,link,12
558,other-search,Shah_Abdul_Aziz_Dehlavi,external,906
559,Volleyball,Star_Trek,link,12
560,WBGU-TV,WGTE-TV,link,12
561,other-search,Craig_Kieswetter,external,902
562,Eckankar,Paul_Twitchell,link,901
563,Wally_Cox,"Evanston,_Illinois",link,12
564,other-search,Malaika_Griffin,external,899
565,War_elephant,Mesopotamia,link,12
566,other-search,Puyo_Puyo_Tetris,external,894
567,other-search,Alt-tech,external,891
568,Dennis_Wilson,California_sound,link,890
569,"Weston,_Massachusetts",Field_Yates,link,12
570,Hania_Aamir,Kubra_Khan,link,889
571,Where_We_Are_Tour_(One_Direction),The_Resistance_Tour,other,12
572,Where_the_Air_Is_Clear,Carlos_Fuentes,link,12
573,Danganronpa,Danganronpa:_The_Animation,link,885
574,Michelle_Pfeiffer,Scarface_(1983_film),link,884
575,Ravi_Basrur,Kataka_(film),link,884
576,William_Chatterton_Dix,John_Ross_Dix,link,12
577,Wolfgang_Ketterle,Spinor_condensate,link,12
578,Word_formation,Hypocorism,link,12
579,Workers'_Party_of_Korea,On_Eliminating_Dogmatism_and_Formalism_and_Establishing_Juche_in_Ideological_Work,link,12
580,Wyvern_(film),Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(2011_film),link,12
581,Xiantiandao,Dipankara,link,12
582,Ultimate_Fighting_Championship,Alexandre_Pantoja,link,870
583,other-search,Komeng,external,870
584,other-search,Covadonga,external,867
585,...Live_in_Chicago,Vices_&_Virtues,link,864
586,Zero_Tolerance_(2015_film),Wych_Kaosayananda,link,12
587,other-search,Raiden_(video_game),external,864
588,other-empty,100_Lekë,external,12
589,other-empty,1959_Kentucky_Derby,external,12
590,other-empty,1982_Baylor_Bears_football_team,external,12
591,other-internal,It_Comes_at_Night,external,857
592,other-empty,2013_Úrvalsdeild,external,12
593,other-empty,Accumulator_1,external,12
594,other-search,Ukrainian_presidential_elections,external,846
595,other-empty,Azerbaijan–Kenya_relations,external,12
596,Shoshanna_Lonstein_Gruss,Jerry_Seinfeld,link,843
597,other-empty,Bert_Daniels,external,12
598,other-empty,Bhuwan_Chandra_Kapri,external,12
599,Nikol_Pashinyan,Anna_Hakobyan,link,840
600,other-empty,Carrie_Schneider,external,12
601,other-search,List_of_ancient_Greek_playwrights,external,831
602,other-search,Zap_Energy,external,831
603,Jason_Segel,Paul_Westhead,link,829
604,other-empty,Dial_100_(1982_film),external,12
605,other-empty,Discern_Group_Inc,external,12
606,other-empty,Donnersbachwald,external,12
607,other-empty,Eastbourne_Bandstand,external,12
608,Ray_Liotta,Mark_Grace,link,824
609,other-empty,Esenin-Volpin's_theorem,external,12
610,Tenth_Doctor,David_Tennant,link,820
611,other-search,Tons_River,external,820
612,other-empty,Geon_(geology),external,12
613,other-empty,Güzdək,external,12
614,other-empty,Hydropolis,external,12
615,other-empty,I_Like_to_Recognize_the_Tune,external,12
616,other-search,B._J._Ward_(actress),external,809
617,other-search,Nirmal_Jain,external,809
618,Dahomey,French_Dahomey,link,805
619,other-empty,Joaquín_Zamacois,external,12
620,other-empty,Biological_specificity,external,803
621,other-empty,Redcar,external,802
622,other-search,Edward_Bellamy,external,801
623,Eisha_Singh,Bigg_Boss_(Hindi_TV_series)_season_18,link,800
624,other-empty,Kevin_Yow_Yeh,external,12
625,Blood_&_Honour,Combat_18,link,798
626,other-empty,List_of_shipwrecks_in_1973,external,12
627,other-empty,List_of_surviving_examples_of_mass-produced_aircraft,external,12
628,other-empty,Little_Lake_George_Wilderness,external,12
629,other-empty,Lord_Cranstoun,external,12
630,other-empty,Lucas_County,external,12
631,other-empty,Lélex,external,12
632,other-search,Terror_in_the_Aisles,external,793
633,List_of_unsolved_problems_in_physics,Theory_of_everything,link,792
634,other-empty,Celine_Dion_singles_discography,external,788
635,other-empty,Miguel_Holguín_y_Figueroa,external,12
636,Paul_Tibbets,Paul_W._Tibbets_IV,link,786
637,other-empty,New_York_State_Route_488,external,12
638,Madelyn_Deutch,Howard_Deutch,link,782
639,other-empty,The_Garden_Tomb,external,782
640,other-empty,Omnipresent_(Origin_album),external,12
641,other-search,James_Tobin,external,781
642,other-empty,Opel_5/12_PS,external,12
643,other-empty,Barbara_Nichols,external,780
644,other-empty,Vertical_stabilizer,external,780
645,other-empty,Pavol_Farkaš,external,12
646,other-empty,Pikowai,external,12
647,other-empty,Pinewood_Hospital,external,12
648,other-empty,Projects.co.id,external,12
649,other-empty,Prolita_sexpunctella,external,12
650,What_Dreams_May_Come_(film),Vincent_Ward_(director),link,775
651,other-search,"Atwater,_California",external,775
652,"Bergen_County,_New_Jersey","Hackensack,_New_Jersey",link,774
653,other-empty,RCAF_Old_Stadium,external,12
654,500_Degreez,Tha_Carter,link,771
655,other-empty,List_of_Stradivarius_instruments,external,769
656,other-empty,"Saône,_Doubs",external,12
657,other-search,IQor,external,768
658,Fela_Kuti,Tony_Allen_(musician),link,767
659,other-empty,St._Catharines_Rowing_Club,external,12
660,other-empty,Sleeping_at_Last,external,764
661,other-empty,State_Highway_36_(New_Zealand),external,12
662,other-search,Cubivore:_Survival_of_the_Fittest,external,763
663,Used_to_Be_Young,Wrecking_Ball_(Miley_Cyrus_song),link,762
664,other-empty,Joan_Washington,external,762
665,other-empty,Séraphine_Pick,external,12
666,Ophélie_Bau,"Mektoub,_My_Love:_Intermezzo",link,761
667,other-empty,Tarila_Thompson,external,12
668,List_of_Hindi_films_of_2025,Sonam_Bajwa,link,760
669,other-empty,The_Foot_Soldiers,external,12
670,MIM-104_Patriot,Surface-to-air_missile,link,759
671,other-empty,The_Loser_List_(series),external,12
672,other-empty,Troaking,external,12
673,other-empty,Turmakhand_Rural_Municipality,external,12
674,other-search,Thaumatococcus_daniellii,external,756
675,other-search,"South_Park:_Bigger,_Longer_&_Uncut_(soundtrack)",external,755
676,Toyota_S_engine,Toyota_Caldina,link,754
677,other-empty,Velikoluksky_District,external,12
678,other-empty,Vidyadhar_Vyas,external,12
679,List_of_Sonic_the_Hedgehog_video_games,Sonic_the_Hedgehog_Pocket_Adventure,link,753
680,other-empty,Weeneebayko_Area_Health_Authority,external,12
681,other-empty,Wildegg_Castle,external,12
682,other-empty,Écs,external,12
683,other-empty,Social_media_mining,external,747
684,Nicholas_Sparks,The_Last_Song_(2010_film),link,743
685,"Vancouver,_Washington",Vancouver,link,742
686,Nathuram_Godse,List_of_prisons_in_Haryana,link,737
687,other-external,Peng_Liyuan,external,12
688,other-external,Reza_Shah-Kazemi,external,12
689,other-empty,The_Pajama_Game,external,734
690,other-external,Sandstone_Retreat,external,12
691,Yul_Brynner,The_King_and_I_(1956_film),link,733
692,other-external,The_Jungle_Book_and_Scouting,external,12
693,Thomas_Peterffy,Interactive_Brokers,link,730
694,Aquaman_(film),Nicole_Kidman,link,725
695,other-internal,Association_of_Independent_Professionals_and_the_Self-Employed,external,12
696,British_Empire,Decolonization,link,722
697,other-internal,Bombala_railway_line,external,12
698,other-empty,Keith_Murdoch,external,722
699,other-search,Sumika_(band),external,722
700,other-search,Chokito,external,721
701,other-search,LeeAnne_Locken,external,720
702,other-internal,"Combat_Aviation_Brigade,_1st_Armored_Division_(United_States)",external,12
703,other-internal,First_Lady_of_the_United_States,external,718
704,other-internal,Decapoint,external,12
705,Quantum_mechanics,Max_Planck,link,717
706,other-search,Heart_of_Greed,external,717
707,other-internal,Earl_of_Cambridge,external,12
708,other-search,PSBS_Biak,external,716
709,other-internal,Formula_Systems,external,12
710,other-search,Hawaiian_phonology,external,713
711,other-search,Jonathan_Israel,external,713
712,other-internal,Great_Chalfield_Manor,external,12
713,Miguel_Ángel_Félix_Gallardo,Carlos_Arellano_Félix,link,712
714,other-internal,Permafrost,external,710
715,other-internal,Jaffna_Hindu_College,external,12
716,Mumbai,Brihanmumbai_Municipal_Corporation,link,709
717,other-internal,List_of_Opel_concept_cars,external,12
718,Inanna,Isis,link,704
719,other-internal,List_of_tourist_attractions_in_Ganja,external,12
720,other-internal,Listen_Like_Thieves_(song),external,12
721,Live_with_Kelly_and_Mark,Cyndy_Garvey,link,701
722,other-search,Hind,external,701
723,other-internal,Naharlagun,external,12
724,other-internal,Northern_smooth-tailed_treeshrew,external,12
725,other-search,Bunchosia_glandulifera,external,699
726,other-internal,Order_of_Saint_Joachim,external,12
727,Stacy_Martin,Unsimulated_sex,link,697
728,other-internal,"Perryville,_Arkansas",external,12
729,Lexus,Lexus_ES,link,695
730,other-internal,Rhine_campaign_of_1795,external,12
731,other-internal,SBT_São_Paulo,external,12
732,other-internal,Shin-Yokohama_Rāmen_Museum,external,12
733,List_of_Michelle_Pfeiffer_performances,Dangerous_Minds,link,691
734,What_Are_Little_Girls_Made_Of?,Sherry_Jackson,link,688
735,National_League_(division),Oldham_Athletic_A.F.C.,link,687
736,other-internal,Ulting,external,12
737,other-internal,2025_Women's_Rugby_World_Cup,external,687
738,other-search,Curvature_(film),external,687
739,other-other,A_Meat_Stall_with_the_Holy_Family_Giving_Alms,external,12
740,other-other,Clifford_the_Big_Red_Dog,external,12
741,2024_Kurdistan_Region_parliamentary_election,Nechirvan_Barzani,link,682
742,other-other,Final_Fantasy_Mystic_Quest,external,12
743,other-empty,Raj_Tarun,external,682
744,other-other,Nicholas_Brendon,external,12
745,other-search,118_118_(Sweden),external,12
746,other-search,Listen_with_Mother,external,677
747,other-search,Aerola_Alatus,external,12
748,other-search,Anne_Corn,external,12
749,List_of_Formula_One_constructors,McLaren,link,670
750,other-search,Bruce_Neave,external,12
751,"Columbus,_Ohio",Metropolitan_statistical_area,link,669
752,other-search,Carl_Steenstrup,external,12
753,other-search,Cornelis_Willem_Opzoomer,external,12
754,other-search,David_L._Soltz,external,12
755,Montreal_Canadiens,1993_Stanley_Cup_Finals,link,664
756,other-search,Panchadasi,external,664
757,other-search,Foum_Gleita_Dam,external,12
758,"Emerson,_Lake_&_Palmer",Works_Volume_2,link,661
759,other-search,Gulshan_Hossain,external,12
760,other-search,Havila,external,12
761,other-search,Her_Many_Faces,external,12
762,other-search,Wallace_&_Gromit_in_Project_Zoo,external,657
763,The_Rolling_Stones,(I_Can't_Get_No)_Satisfaction,link,656
764,other-search,James_Henry_Monahan,external,12
765,other-search,James_Mosher_Elementary_School,external,12
766,other-search,Jorge_Newbery_de_Comodoro_Rivadavia,external,12
767,other-empty,Mount_Carmel_Center,external,654
768,other-search,Shuga_(ice),external,654
769,other-search,Ken_Williamson,external,12
770,Scuderia_AlphaTauri,AlphaTauri_(fashion_brand),link,652
771,other-empty,"Pikeville,_Kentucky",external,652
772,other-search,Le_trésor_de_la_langue,external,12
773,Monica_Guerritore,Evil_Senses,link,650
774,Liam_Neeson_filmography,Taken_2,link,647
775,other-search,Muhammad_ibn_Ali_al-Khalanji,external,12
776,other-search,Nakazonae,external,12
777,other-search,Naphtali_Lewis,external,12
778,other-search,K_Records,external,645
779,other-search,"Novopil,_Donetsk_Oblast",external,12
780,The_Smurfs_(film),Hank_Azaria,link,643
781,other-search,R._N._DeArmond,external,12
782,other-search,Robert_T._Nelson,external,12
783,Doug_Ford,2022_Ontario_general_election,link,639
784,other-search,Ruben_Zepuntke,external,12
785,other-search,ShiftMobility,external,12
786,They_Might_Be_Giants,Dan_Miller_(guitarist),link,637
787,other-search,Spirit_(J-Rocks_album),external,12
788,other-empty,Rajatarangini,external,636
789,other-search,Tennis_at_the_2020_Summer_Olympics_–_Day-by-day_summaries,external,12
790,other-empty,Message_queue,external,632
791,other-search,Inside_Out_(Moore_book),external,629
792,other-search,Matthew_Kenney,external,629
793,other-search,Polymer_science,external,628
794,other-empty,Harley-Davidson_Twin_Cam_engine,external,625
795,other-search,Francesco,external,625
796,1911_Iowa_Hawkeyes_football_team,1912_Iowa_Hawkeyes_football_team,link,11
797,Mount_Everest,Beck_Weathers,link,620
798,1971_in_music,Donny_Hathaway_(album),link,11
799,1974–75_United_States_network_television_schedule,Sunshine_(American_TV_series),link,11
800,1976_United_States_Senate_elections,Robert_Taft_Jr.,link,11
801,other-empty,Alec_Holowka,external,619
802,Richard_Ramirez,List_of_violent_incidents_at_the_Cecil_Hotel,link,618
803,1987_Toledo_Rockets_football_team,1988_Toledo_Rockets_football_team,link,11
804,1987_in_film,List_of_thriller_films_of_the_1980s,link,11
805,Zaporozhian_Cossacks,Zaporozhian_Sich,link,617
806,1990_Faucett_Perú_Boeing_727_disappearance,"St._John's,_Newfoundland_and_Labrador",link,11
807,other-empty,Surf_culture,external,616
808,1994_(song),Jason_Aldean,link,11
809,Atlantic_Ocean,South_America,link,614
810,1998_UEFA_European_Under-16_Championship_squads,Andy_Reid_(Irish_footballer),link,11
811,other-external,Perl,external,614
812,"Commander,_U.S._Pacific_Fleet",Stephen_Koehler,link,612
813,2002–03_in_Scottish_football,2002–03_Scottish_Premier_League,link,11
814,2003_Premier_League_speedway_season,2004_Premier_League_speedway_season,link,11
815,2005_Formula_One_World_Championship,1997_Formula_One_World_Championship,link,11
816,2009_GP2_Series,Kamui_Kobayashi,link,11
817,2009_Slovak_presidential_election,Slovak_National_Party,link,11
818,J._Edgar_Hoover,Machine_Gun_Kelly_(gangster),link,608
819,Peter_Hyams,Capricorn_One,link,607
820,other-empty,Lego_The_Incredibles,external,606
821,other-search,A_White_Sport_Coat,external,606
822,List_of_national_parks_of_the_United_States,Crater_Lake_National_Park,link,605
823,2014–15_La_Liga,Valencia_CF,link,11
824,other-search,MLB_Advanced_Media,external,605
825,"To_Sir,_with_Love",Christian_Roberts_(actor),link,604
826,other-search,2014_Mount_Ontake_eruption,external,604
827,2016_Villanova_Wildcats_football_team,2017_Villanova_Wildcats_football_team,link,11
828,other-empty,2011–12_La_Liga,external,602
829,Detroit,"Windsor,_Ontario",link,600
830,2021–22_Super_League_Greece,2022–23_UEFA_Champions_League,link,11
831,other-search,All_Men_Are_Brothers_(TV_series),external,598
832,Bulgarian_train,Carousel_voting,link,596
833,other-search,Tubig_at_Langis,external,596
834,2023–24_Grimsby_Town_F.C._season,Arthur_Gnahoua,link,11
835,2024_Major_League_Soccer_season,Matt_Miazga,link,11
836,other-search,Piața_Unirii,external,594
837,other-search,Kerson_Leong,external,591
838,other-search,Kombdi_vade,external,591
839,20_All-Time_Greatest_Hits!,Give_It_Up_or_Turnit_a_Loose,link,11
840,2nd_Marine_Aircraft_Wing,HMLA-467,link,11
841,other-search,Inspector_Gadget_(2015_TV_series),external,590
842,43rd_Golden_Raspberry_Awards,Golden_Raspberry_Award_for_Worst_Supporting_Actress,link,11
843,Elkie_Brooks,Vinegar_Joe_(band),link,587
844,7th_Mountain_Division_(Wehrmacht),Rudolf_Konrad,link,11
845,99942_Apophis,(29075)_1950_DA,link,11
846,Battle_of_Borodino,Battle_of_Smolensk_(1812),link,586
847,AEW_Fight_Forever,Sting_(wrestler),link,11
848,Royal_Navy,Type_23_frigate,link,585
849,other-empty,English_cricket_team_in_the_West_Indies_in_2024–25,external,584
850,Abdur_Razzaq_(professor),Rounaq_Jahan,link,11
851,Main_Page,Depression_(mood),other,583
852,Jason_Sudeikis,Wrongful_dismissal,link,582
853,Adam_Gibbs,Grave_of_the_Fireflies,link,11
854,Adolfo_Bautista,Jürgen_Damm,other,11
855,Afroditi_Latinopoulou,Marine_Le_Pen,link,11
856,Age_of_consent_in_Europe,Age_of_criminal_responsibility,link,11
857,Toronto_Stock_Exchange,List_of_major_stock_exchanges,link,577
858,other-empty,Doctor_of_Psychology,external,576
859,other-empty,Shabir_Ahluwalia,external,576
860,Alastair_Clarkson,Donald_McDonald_(footballer),link,11
861,Alastair_Storey,Searcys,link,11
862,Albela_(2001_film),Babul_Supriyo,link,11
863,other-search,Sony_Ericsson_K750,external,575
864,Henry_Cavill,Sherlock_Holmes,link,573
865,Angels_in_Christianity,Cherub,link,572
866,Ali_al-Sajjad,Ali_al-Akbar_ibn_Husayn,link,11
